Organizer,Year_Month,Day_of_Week,Day_Type,Goal,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Ad_Type,Phase
4004,2025 | Março,Quinta-Feira,Dia útil,Leads,2025-03-13,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,69.06,32.0,4038,7.0,Video,14º Lançamento | Leads
4005,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,481.15,165.0,26934,64.0,Video,14º Lançamento | Leads
4006,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,484.99,215.0,34550,65.0,Video,14º Lançamento | Leads
4007,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.0,,0,2.0,Video,14º Lançamento | Leads
4008,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,246.9,90.0,18197,34.0,Video,14º Lançamento | Leads
4009,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,244.14,110.0,25179,24.0,Video,14º Lançamento | Leads
4010,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,topfunnel_LAL1_compradores_video_voce_trabalha_com_planilhas_power_bi_sua_rotina_eh_o_caos,0.0,,0,1.0,Video,14º Lançamento | Leads
4011,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,0.0,,0,1.0,Video,14º Lançamento | Leads
4012,2025 | Março,Sexta-Feira,Dia útil,Leads,2025-03-14,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.0,,0,1.0,Video,14º Lançamento | Leads
4013,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,484.79,162.0,23298,70.0,Video,14º Lançamento | Leads
4015,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_se_a_sua_rotina_tem_muito_trabalho_manual_eu_quero_te_fazer_um_convite,0.0,,0,,Video,14º Lançamento | Leads
4016,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,237.08,98.0,15211,37.0,Video,14º Lançamento | Leads
4017,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,240.06,119.0,23046,36.0,Video,14º Lançamento | Leads
4018,2025 | Março,Sábado,Final de Semana,Leads,2025-03-15,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,0.0,,0,,Video,14º Lançamento | Leads
4019,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,471.82,145.0,19649,63.0,Video,14º Lançamento | Leads
4020,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,462.86,211.0,31620,67.0,Video,14º Lançamento | Leads
4021,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,271.05,90.0,14745,40.0,Video,14º Lançamento | Leads
4022,2025 | Março,Domingo,Final de Semana,Leads,2025-03-16,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,266.15,123.0,22308,49.0,Video,14º Lançamento | Leads
4023,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,301.48,108.0,15966,40.0,Video,14º Lançamento | Leads
4024,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,287.03,125.0,19670,50.0,Video,14º Lançamento | Leads
4025,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,204.2,66.0,12284,25.0,Video,14º Lançamento | Leads
4026,2025 | Março,Segunda-Feira,Dia útil,Leads,2025-03-17,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,202.68,75.0,17931,20.0,Video,14º Lançamento | Leads
4027,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,47.06,15.0,2500,5.0,Video,14º Lançamento | Live
4028,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,midfunnel_full_dados_video_ta_vendo_esse_dashboard_bonitao_ai,41.88,11.0,2502,7.0,Video,14º Lançamento | Live
4029,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_vou_te_dar_3_motivos_pra_vc_aprender_python_e_sql,26.37,10.0,1602,4.0,Video,14º Lançamento | Live
4030,2025 | Março,Terça-Feira,Dia útil,Leads,2025-03-18,topfunnel_LAL1_compradores_video_ta_vendo_esse_dashboard_bonitao_ai,26.07,13.0,2209,4.0,Video,14º Lançamento | Live
