Organizer,Year_Month,Day_of_Week,Day_Type,Goal,Date,AdSet_name,Amount_spent,Link_clicks,Impressions,Conversions,Segmentation,Ad_Type,Phase
240,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_estatico_v1,0.0,,0,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
241,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v1,3.64,5.0,89,3.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
242,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v1,2.69,3.0,98,,Interesses_Dados,Video,2º Lançamento | Leads
243,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v1,0.11,,8,,Cargos_Dados,Video,2º Lançamento | Leads
244,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v2,0.29,,3,,Cargos_Dados,Video,2º Lançamento | Leads
245,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v2,0.08,,2,,LookALike_Compradores_1,Video,2º Lançamento | Leads
246,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v2,35.25,16.0,4073,11.0,Interesses_Dados,Estático,2º Lançamento | Leads
247,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v2,15.27,11.0,1574,5.0,Cargos_Dados,Estático,2º Lançamento | Leads
248,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v2,35.6,27.0,2274,13.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
249,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v1,16.76,9.0,1743,5.0,Cargos_Dados,Estático,2º Lançamento | Leads
250,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v1,34.17,17.0,3880,9.0,Interesses_Dados,Estático,2º Lançamento | Leads
251,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v1,33.18,20.0,1525,15.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
252,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v3,0.17,,2,,LookALike_Compradores_1,Video,2º Lançamento | Leads
253,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v3,16.29,13.0,1875,7.0,Cargos_Dados,Estático,2º Lançamento | Leads
254,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v3,0.01,,1,,Cargos_Dados,Video,2º Lançamento | Leads
255,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v3,35.31,17.0,4149,8.0,Interesses_Dados,Estático,2º Lançamento | Leads
256,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v3,0.01,,1,,Interesses_Dados,Video,2º Lançamento | Leads
257,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v3,35.13,22.0,2294,12.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
258,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v3,0.17,,5,,LookALike_Compradores_1,Video,2º Lançamento | Leads
259,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v3,0.0,,2,,Cargos_Dados,Video,2º Lançamento | Leads
260,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v3,0.01,,1,,Interesses_Dados,Video,2º Lançamento | Leads
261,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_cargos_dados_v2,0.69,,43,,Cargos_Dados,Video,2º Lançamento | Leads
262,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_interesses_dados_v2,0.43,,13,1.0,Interesses_Dados,Video,2º Lançamento | Leads
263,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-01,topfunnel_lal1_compradores_v2,0.33,,11,,LookALike_Compradores_1,Video,2º Lançamento | Leads
264,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v1,5.27,7.0,114,2.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
265,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v1,4.16,5.0,128,2.0,Interesses_Dados,Video,2º Lançamento | Leads
266,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v1,0.23,,5,,Cargos_Dados,Video,2º Lançamento | Leads
267,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v2,0.04,,5,,Cargos_Dados,Video,2º Lançamento | Leads
268,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v2,35.27,16.0,3758,9.0,Interesses_Dados,Estático,2º Lançamento | Leads
269,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v2,15.94,11.0,1634,9.0,Cargos_Dados,Estático,2º Lançamento | Leads
270,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v2,35.67,24.0,1665,17.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
271,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v1,16.93,8.0,1706,7.0,Cargos_Dados,Estático,2º Lançamento | Leads
272,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v1,32.49,21.0,3301,15.0,Interesses_Dados,Estático,2º Lançamento | Leads
273,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v1,30.58,18.0,1108,14.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
274,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v3,16.58,5.0,1455,6.0,Cargos_Dados,Estático,2º Lançamento | Leads
275,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v3,36.01,22.0,3678,14.0,Interesses_Dados,Estático,2º Lançamento | Leads
276,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v3,35.31,21.0,1750,16.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
277,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v3,0.42,,8,,LookALike_Compradores_1,Video,2º Lançamento | Leads
278,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v3,0.04,,5,,Interesses_Dados,Video,2º Lançamento | Leads
279,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_cargos_dados_v2,0.65,,45,,Cargos_Dados,Video,2º Lançamento | Leads
280,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_interesses_dados_v2,0.62,,11,,Interesses_Dados,Video,2º Lançamento | Leads
281,2024 | Março,Sábado,Final de Semana,Leads,2024-03-02,topfunnel_lal1_compradores_v2,0.27,,9,,LookALike_Compradores_1,Video,2º Lançamento | Leads
282,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v1,11.43,13.0,210,6.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
283,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v1,6.83,7.0,234,6.0,Interesses_Dados,Video,2º Lançamento | Leads
284,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v1,0.17,,14,,Cargos_Dados,Video,2º Lançamento | Leads
285,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v2,0.09,,3,,Interesses_Dados,Video,2º Lançamento | Leads
286,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v2,0.51,,31,,Cargos_Dados,Video,2º Lançamento | Leads
287,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v2,0.04,,3,,LookALike_Compradores_1,Video,2º Lançamento | Leads
288,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v2,38.93,18.0,4606,13.0,Interesses_Dados,Estático,2º Lançamento | Leads
289,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v2,17.99,12.0,1919,5.0,Cargos_Dados,Estático,2º Lançamento | Leads
290,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v2,39.51,22.0,2072,12.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
291,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v1,18.38,10.0,2032,6.0,Cargos_Dados,Estático,2º Lançamento | Leads
292,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v1,32.33,21.0,3861,9.0,Interesses_Dados,Estático,2º Lançamento | Leads
293,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v1,28.09,16.0,1433,8.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
294,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v3,0.26,,14,,LookALike_Compradores_1,Video,2º Lançamento | Leads
295,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v3,18.45,15.0,1991,4.0,Cargos_Dados,Estático,2º Lançamento | Leads
296,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v3,0.0,,1,,Cargos_Dados,Video,2º Lançamento | Leads
297,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v3,39.28,16.0,4432,7.0,Interesses_Dados,Estático,2º Lançamento | Leads
298,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v3,0.04,,2,,Interesses_Dados,Video,2º Lançamento | Leads
299,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v3,38.98,29.0,1949,20.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
300,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v3,0.16,,3,,LookALike_Compradores_1,Video,2º Lançamento | Leads
301,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_cargos_dados_v2,0.03,,5,,Cargos_Dados,Video,2º Lançamento | Leads
302,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_interesses_dados_v2,0.51,,14,,Interesses_Dados,Video,2º Lançamento | Leads
303,2024 | Março,Domingo,Final de Semana,Leads,2024-03-03,topfunnel_lal1_compradores_v2,0.08,,2,,LookALike_Compradores_1,Video,2º Lançamento | Leads
304,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_estatico_v1,0.0,,0,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
305,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v1,32.44,21.0,884,9.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
306,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v1,31.15,22.0,1172,8.0,Interesses_Dados,Video,2º Lançamento | Leads
307,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v1,13.13,5.0,552,2.0,Cargos_Dados,Video,2º Lançamento | Leads
308,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v2,0.05,,2,,Interesses_Dados,Video,2º Lançamento | Leads
309,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v2,0.79,2.0,72,1.0,Cargos_Dados,Video,2º Lançamento | Leads
310,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v2,0.2,,3,,LookALike_Compradores_1,Video,2º Lançamento | Leads
311,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v2,10.81,8.0,1268,2.0,Interesses_Dados,Estático,2º Lançamento | Leads
312,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v2,4.69,,558,,Cargos_Dados,Estático,2º Lançamento | Leads
313,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v2,10.18,4.0,596,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
314,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v1,5.24,4.0,456,3.0,Cargos_Dados,Estático,2º Lançamento | Leads
315,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v1,8.5,2.0,961,,Interesses_Dados,Estático,2º Lançamento | Leads
316,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v1,7.12,2.0,364,4.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
317,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v3,0.21,,10,,LookALike_Compradores_1,Video,2º Lançamento | Leads
318,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v3,4.97,1.0,550,3.0,Cargos_Dados,Estático,2º Lançamento | Leads
319,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v3,10.97,5.0,1206,4.0,Interesses_Dados,Estático,2º Lançamento | Leads
320,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v3,0.05,,2,,Interesses_Dados,Video,2º Lançamento | Leads
321,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v3,10.25,8.0,577,5.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
322,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v3,27.62,7.0,826,3.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
323,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v3,12.68,3.0,594,1.0,Cargos_Dados,Video,2º Lançamento | Leads
324,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v3,27.92,5.0,1207,4.0,Interesses_Dados,Video,2º Lançamento | Leads
325,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_cargos_dados_v2,12.79,4.0,1178,3.0,Cargos_Dados,Video,2º Lançamento | Leads
326,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_interesses_dados_v2,26.71,2.0,1093,1.0,Interesses_Dados,Video,2º Lançamento | Leads
327,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_lal1_compradores_v2,26.45,7.0,794,2.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
328,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_full_dados_estatico,23.43,12.0,2249,5.0,Full,Estático,2º Lançamento | Leads
329,2024 | Março,Segunda-Feira,Dia útil,Leads,2024-03-04,topfunnel_full_dados_estatico,2.47,,117,,Full,Estático,2º Lançamento | Leads
330,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_interesses_dados_estatico_v1,0.0,,0,1.0,Interesses_Dados,Estático,2º Lançamento | Leads
331,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_lal1_compradores_v1,38.96,13.0,1014,13.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
332,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_interesses_dados_v1,37.98,15.0,1390,6.0,Interesses_Dados,Video,2º Lançamento | Leads
333,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_cargos_dados_v1,17.71,9.0,732,3.0,Cargos_Dados,Video,2º Lançamento | Leads
334,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_interesses_dados_v2,0.0,,0,,Interesses_Dados,Estático,2º Lançamento | Leads
335,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_lal1_compradores_v3,0.0,,0,1.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
336,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_lal1_compradores_v3,38.13,12.0,874,5.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
337,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_cargos_dados_v3,18.43,3.0,483,3.0,Cargos_Dados,Video,2º Lançamento | Leads
338,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_interesses_dados_v3,38.2,9.0,1159,4.0,Interesses_Dados,Video,2º Lançamento | Leads
339,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_cargos_dados_v2,17.74,14.0,1557,9.0,Cargos_Dados,Video,2º Lançamento | Leads
340,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_interesses_dados_v2,38.53,7.0,1502,3.0,Interesses_Dados,Video,2º Lançamento | Leads
341,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_lal1_compradores_v2,39.21,13.0,1041,10.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
342,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_full_dados_estatico,34.87,25.0,2862,16.0,Full,Estático,2º Lançamento | Leads
343,2024 | Março,Terça-Feira,Dia útil,Leads,2024-03-05,topfunnel_full_dados_estatico,0.6,,33,,Full,Estático,2º Lançamento | Leads
344,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v1,36.87,24.0,1005,7.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
345,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_interesses_dados_v1,37.61,17.0,1349,8.0,Interesses_Dados,Video,2º Lançamento | Leads
346,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_cargos_dados_v1,17.22,11.0,782,7.0,Cargos_Dados,Video,2º Lançamento | Leads
347,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_interesses_dados_v2,0.0,,0,,Interesses_Dados,Estático,2º Lançamento | Leads
348,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v2,0.0,,0,1.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
349,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v1,0.0,,0,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
350,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v3,0.0,,0,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
351,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v3,37.55,12.0,1001,7.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
352,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_cargos_dados_v3,17.58,5.0,708,4.0,Cargos_Dados,Video,2º Lançamento | Leads
353,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_interesses_dados_v3,37.33,8.0,1346,5.0,Interesses_Dados,Video,2º Lançamento | Leads
354,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_cargos_dados_v2,17.11,11.0,1471,6.0,Cargos_Dados,Video,2º Lançamento | Leads
355,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_interesses_dados_v2,37.58,8.0,1507,3.0,Interesses_Dados,Video,2º Lançamento | Leads
356,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_lal1_compradores_v2,37.12,5.0,852,3.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
357,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_full_dados_estatico,45.58,21.0,3888,8.0,Full,Estático,2º Lançamento | Leads
358,2024 | Março,Quarta-Feira,Dia útil,Leads,2024-03-06,topfunnel_full_dados_estatico,0.21,,14,,Full,Estático,2º Lançamento | Leads
359,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v1,39.25,16.0,1011,11.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
360,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_interesses_dados_v1,38.15,21.0,1430,11.0,Interesses_Dados,Video,2º Lançamento | Leads
361,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_cargos_dados_v1,21.58,9.0,817,4.0,Cargos_Dados,Video,2º Lançamento | Leads
362,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v2,0.0,,0,1.0,LookALike_Compradores_1,Estático,2º Lançamento | Leads
363,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v3,0.0,,0,,LookALike_Compradores_1,Estático,2º Lançamento | Leads
364,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v3,20.22,3.0,511,3.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
365,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_cargos_dados_v3,8.74,4.0,299,1.0,Cargos_Dados,Video,2º Lançamento | Leads
366,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_interesses_dados_v3,18.5,1.0,652,,Interesses_Dados,Video,2º Lançamento | Leads
367,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_cargos_dados_v2,9.81,3.0,781,5.0,Cargos_Dados,Video,2º Lançamento | Leads
368,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_interesses_dados_v2,21.6,6.0,807,4.0,Interesses_Dados,Video,2º Lançamento | Leads
369,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v2,21.94,7.0,565,3.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
370,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_full_dados_estatico,99.68,47.0,9039,19.0,Full,Estático,2º Lançamento | Leads
371,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_full_dados_estatico,0.55,,43,,Full,Estático,2º Lançamento | Leads
372,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_lal1_compradores_v4,19.96,3.0,423,1.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
373,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_interesses_dados_v4,19.49,6.0,557,4.0,Interesses_Dados,Video,2º Lançamento | Leads
374,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_cargos_dados_v4,12.53,,290,,Cargos_Dados,Video,2º Lançamento | Leads
375,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_full_dados_estatico,6.27,3.0,360,2.0,Full,Estático,2º Lançamento | Leads
376,2024 | Março,Quinta-Feira,Dia útil,Leads,2024-03-07,topfunnel_full_dados_estatico,2.32,1.0,91,1.0,Full,Estático,2º Lançamento | Leads
377,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_lal1_compradores_v1,42.23,22.0,1136,12.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
378,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_interesses_dados_v1,41.07,13.0,1714,9.0,Interesses_Dados,Video,2º Lançamento | Leads
379,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_cargos_dados_v1,26.99,7.0,1260,4.0,Cargos_Dados,Video,2º Lançamento | Leads
380,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_interesses_dados_v2,0.0,,0,,Interesses_Dados,Estático,2º Lançamento | Leads
381,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_interesses_dados_v3,0.0,,0,1.0,Interesses_Dados,Estático,2º Lançamento | Leads
382,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_lal1_compradores_v3,0.0,,0,,LookALike_Compradores_1,Video,2º Lançamento | Leads
383,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_cargos_dados_v2,0.0,,0,1.0,Cargos_Dados,Video,2º Lançamento | Leads
384,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_interesses_dados_v2,0.0,,0,1.0,Interesses_Dados,Video,2º Lançamento | Leads
385,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_full_dados_estatico,170.12,60.0,15096,36.0,Full,Estático,2º Lançamento | Leads
386,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_full_dados_estatico,0.87,1.0,64,,Full,Estático,2º Lançamento | Leads
387,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_lal1_compradores_v4,39.93,4.0,886,2.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
388,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_interesses_dados_v4,39.56,12.0,1191,7.0,Interesses_Dados,Video,2º Lançamento | Leads
389,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_cargos_dados_v4,27.64,2.0,843,1.0,Cargos_Dados,Video,2º Lançamento | Leads
390,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_full_dados_estatico,7.23,3.0,443,1.0,Full,Estático,2º Lançamento | Leads
391,2024 | Março,Sexta-Feira,Dia útil,Leads,2024-03-08,topfunnel_full_dados_estatico,5.52,1.0,265,,Full,Estático,2º Lançamento | Leads
392,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_lal1_compradores_v1,47.15,16.0,1381,6.0,LookALike_Compradores_1,Video,2º Lançamento | Leads
393,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_interesses_dados_v1,47.59,14.0,2145,8.0,Interesses_Dados,Video,2º Lançamento | Leads
394,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_cargos_dados_v1,31.73,12.0,1543,7.0,Cargos_Dados,Video,2º Lançamento | Leads
395,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_interesses_dados_v2,0.0,,0,,Interesses_Dados,Estático,2º Lançamento | Leads
396,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_lal1_compradores_v3,0.0,,0,,LookALike_Compradores_1,Video,2º Lançamento | Leads
397,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_interesses_dados_v2,0.0,,0,,Interesses_Dados,Video,2º Lançamento | Leads
398,2024 | Março,Sábado,Final de Semana,Leads,2024-03-09,topfunnel_full_dados_estatico,201.99,66.0,16179,35.0,Full,Estático,2º Lançamento | Leads
